STORAGE_GEN_BLD_YRS_1,STORAGE_GEN_BLD_YRS_2,BuildStorageEnergy
ISNE_batteries_1,2022,130.7
ISNE_batteries_1,2023,86.7
ISNE_batteries_1,2024,48.8
ISNE_hydroelectric_pumped_storage_1,1928,
ISNE_hydroelectric_pumped_storage_1,1929,
ISNE_hydroelectric_pumped_storage_1,1972,4526.0
ISNE_hydroelectric_pumped_storage_1,1973,13578.0
ISNE_hydroelectric_pumped_storage_1,1974,9300.0
MISC_batteries_1,2016,40.0
MISC_batteries_1,2017,0.5
MISC_batteries_1,2019,9.6
MISC_batteries_1,2020,10.0
MISC_hydroelectric_pumped_storage_1,1963,6820.0
MISC_hydroelectric_pumped_storage_1,1984,480.5
MISE_batteries_1,2018,1.0
MISE_batteries_1,2021,0.5
MISE_hydroelectric_pumped_storage_1,1973,31728.5
MISS_batteries_1,2016,0.5
MISS_batteries_1,2022,30.0
MISW_batteries_1,2018,34.0
MISW_batteries_1,2020,0.6
MISW_batteries_1,2021,2.9
MISW_batteries_1,2022,13.4
MISW_batteries_1,2023,12.0
NWPP_batteries_1,2013,
NWPP_batteries_1,2015,2.0
NWPP_batteries_1,2016,6.0
NWPP_batteries_1,2020,4.0
NWPP_batteries_1,2021,1.4
NWPP_batteries_1,2022,120.0
NWPP_batteries_1,2025,200.0
NWPP_hydroelectric_pumped_storage_1,1973,1550.0
NWPP_hydroelectric_pumped_storage_1,1983,2487.75
NWPP_hydroelectric_pumped_storage_1,1984,829.25
NYCW_batteries_1,1970,
NYCW_batteries_1,1998,
NYCW_batteries_1,2018,40.0
NYCW_batteries_1,2019,40.0
NYCW_batteries_1,2021,12.0
NYCW_batteries_1,2023,15.0
NYCW_batteries_1,2024,9.8
NYUP_batteries_1,2017,1.3
NYUP_batteries_1,2018,4.2
NYUP_batteries_1,2019,68.4
NYUP_batteries_1,2020,38.3
NYUP_batteries_1,2021,64.7
NYUP_batteries_1,2022,127.5
NYUP_batteries_1,2023,90.0
NYUP_hydroelectric_pumped_storage_1,1961,930.0
NYUP_hydroelectric_pumped_storage_1,1962,2790.0
NYUP_hydroelectric_pumped_storage_1,1973,18059.050000000003
PJMC_batteries_1,2013,
PJMC_batteries_1,2014,
PJMC_batteries_1,2015,63.0
PJMC_batteries_1,2016,39.6
PJMC_batteries_1,2018,20.0
PJMD_batteries_1,2021,10.0
PJMD_batteries_1,2022,24.6
PJMD_batteries_1,2023,40.0
PJMD_hydroelectric_pumped_storage_1,1985,46546.5
PJME_batteries_1,2015,13.1
PJME_batteries_1,2016,22.8
PJME_batteries_1,2018,20.8
PJME_batteries_1,2019,21.900000000000002
PJME_batteries_1,2021,8.6
PJME_batteries_1,2022,4.3
PJME_batteries_1,2023,54.0
PJME_hydroelectric_pumped_storage_1,1965,6510.0
PJME_hydroelectric_pumped_storage_1,1967,12431.0
PJME_hydroelectric_pumped_storage_1,1968,4154.0
PJME_hydroelectric_pumped_storage_1,1970,7471.0
PJMW_batteries_1,2011,
PJMW_batteries_1,2014,
PJMW_batteries_1,2015,81.0
PJMW_batteries_1,2016,26.0
PJMW_batteries_1,2021,1.6
PJMW_batteries_1,2023,36.0
PJMW_hydroelectric_pumped_storage_1,1965,1023.0
PJMW_hydroelectric_pumped_storage_1,1966,1023.0
PJMW_hydroelectric_pumped_storage_1,1980,1643.0
RMRG_batteries_1,2017,2.2
RMRG_batteries_1,2018,24.5
RMRG_batteries_1,2021,2.0
RMRG_batteries_1,2023,335.0
RMRG_hydroelectric_pumped_storage_1,1954,131.75
RMRG_hydroelectric_pumped_storage_1,1967,5305.65
RMRG_hydroelectric_pumped_storage_1,1981,1782.5
RMRG_hydroelectric_pumped_storage_1,1984,1782.5
SPPC_batteries_1,2012,
SPPC_batteries_1,2017,1.5
SPPN_batteries_1,2018,1.6
SPPN_batteries_1,2020,3.0
SPPN_batteries_1,2021,6.0
SPPN_batteries_1,2022,2.1
SPPS_batteries_1,2019,26.2
SPPS_batteries_1,2020,20.0
SPPS_batteries_1,2024,400.0
SPPS_hydroelectric_pumped_storage_1,1968,1999.5
SPPS_hydroelectric_pumped_storage_1,1971,1999.5
SPPS_hydroelectric_pumped_storage_1,1972,465.0
SPPS_hydroelectric_pumped_storage_1,1979,480.5
SPPS_hydroelectric_pumped_storage_1,1981,480.5
SPPS_hydroelectric_pumped_storage_1,1982,1922.0
SRCA_batteries_1,2017,2.0
SRCA_batteries_1,2018,4.0
SRCA_batteries_1,2019,0.5
SRCA_batteries_1,2020,8.8
SRCA_batteries_1,2021,2.0
SRCA_batteries_1,2022,21.3
SRCA_batteries_1,2023,261.6
SRCA_hydroelectric_pumped_storage_1,1973,6045.0
SRCA_hydroelectric_pumped_storage_1,1975,6045.0
SRCA_hydroelectric_pumped_storage_1,1978,8928.0
SRCA_hydroelectric_pumped_storage_1,1991,22320.0
SRCE_batteries_1,2017,2.0
SRCE_batteries_1,2023,242.6
SRCE_hydroelectric_pumped_storage_1,1956,1046.25
SRCE_hydroelectric_pumped_storage_1,1978,6263.55
SRCE_hydroelectric_pumped_storage_1,1979,18789.1
SRSE_batteries_1,2020,4.4
SRSE_batteries_1,2021,80.0
SRSE_batteries_1,2022,94.3
SRSE_batteries_1,2024,130.0
SRSE_hydroelectric_pumped_storage_1,1977,4960.0
SRSE_hydroelectric_pumped_storage_1,1979,826.15
SRSE_hydroelectric_pumped_storage_1,1980,2478.45
SRSE_hydroelectric_pumped_storage_1,1995,16042.5
SRSE_hydroelectric_pumped_storage_1,2002,5084.0
SRSG_batteries_1,2011,
SRSG_batteries_1,2016,58.0
SRSG_batteries_1,2017,40.0
SRSG_batteries_1,2018,49.0
SRSG_batteries_1,2019,40.0
SRSG_batteries_1,2021,110.0
SRSG_batteries_1,2022,277.0
SRSG_batteries_1,2023,2640.0
SRSG_batteries_1,2024,980.0
SRSG_hydroelectric_pumped_storage_1,1971,888.15
SRSG_hydroelectric_pumped_storage_1,1972,1844.5
SRSG_hydroelectric_pumped_storage_1,1993,620.0
TRE_batteries_1,2018,3.0
TRE_batteries_1,2019,15.0
TRE_batteries_1,2020,124.80000000000001
TRE_batteries_1,2021,819.9
TRE_batteries_1,2022,979.15
TRE_batteries_1,2023,1891.7
TRE_batteries_1,2024,648.0
TRE_batteries_1,2025,200.0
TRE_batteries_1,2027,400.0
TRE_WEST_batteries_1,2012,
TRE_WEST_batteries_1,2017,64.0
TRE_WEST_batteries_1,2018,39.6
TRE_WEST_batteries_1,2019,42.0
TRE_WEST_batteries_1,2020,44.3
TRE_WEST_batteries_1,2021,106.5
TRE_WEST_batteries_1,2022,987.0
TRE_WEST_batteries_1,2023,1797.9
TRE_WEST_batteries_1,2024,400.0
BASN_battery_moderate_0,2030,0.0001054135511494416
CANO_battery_moderate_0,2030,9.995618712371621e-05
CASO_battery_moderate_0,2030,0.00010607365364060793
FRCC_battery_moderate_0,2030,9.853647878638087e-05
ISNE_battery_moderate_0,2030,8572.796190530304
MISC_battery_moderate_0,2030,0.0001003088245569629
MISE_battery_moderate_0,2030,9.162558885398968e-05
MISS_battery_moderate_0,2030,8.00728618937237e-05
MISW_battery_moderate_0,2030,0.00011087613821462993
NWPP_battery_moderate_0,2030,8.106925619135133e-05
NYCW_battery_moderate_0,2030,0.0007848504031120346
NYUP_battery_moderate_0,2030,0.00019194132733125138
PJMC_battery_moderate_0,2030,9.915977230947427e-05
PJMD_battery_moderate_0,2030,9.311063230902516e-05
PJME_battery_moderate_0,2030,9.7447708685936e-05
PJMW_battery_moderate_0,2030,9.682643607861834e-05
RMRG_battery_moderate_0,2030,0.00010196263323943819
SPPC_battery_moderate_0,2030,0.00010992702957979565
SPPN_battery_moderate_0,2030,0.0001031714290092282
SPPS_battery_moderate_0,2030,0.00011879559911936592
SRCA_battery_moderate_0,2030,0.00011537422073414061
SRCE_battery_moderate_0,2030,7.850415082075331e-05
SRSE_battery_moderate_0,2030,9.562030128617492e-05
SRSG_battery_moderate_0,2030,0.00012407373698477186
TRE_battery_moderate_0,2030,0.00013025357806553057
TRE_WEST_battery_moderate_0,2030,0.0001292066263840344
BASN_battery_moderate_0,2040,27434.95398837933
CANO_battery_moderate_0,2040,15173.89166458634
CASO_battery_moderate_0,2040,84822.52990685108
FRCC_battery_moderate_0,2040,0.00200395637322628
ISNE_battery_moderate_0,2040,135555.9496845221
MISC_battery_moderate_0,2040,7791.605511480574
MISE_battery_moderate_0,2040,15382.58476692383
MISS_battery_moderate_0,2040,0.001641424107039846
MISW_battery_moderate_0,2040,40645.450940920724
NWPP_battery_moderate_0,2040,3700.847637261629
NYCW_battery_moderate_0,2040,13818.31018003338
NYUP_battery_moderate_0,2040,7387.188697286266
PJMC_battery_moderate_0,2040,0.0024069986592589656
PJMD_battery_moderate_0,2040,16329.608422615947
PJME_battery_moderate_0,2040,61365.10744758448
PJMW_battery_moderate_0,2040,37305.614608565396
RMRG_battery_moderate_0,2040,1309.3735310237507
SPPC_battery_moderate_0,2040,0.002380145398831076
SPPN_battery_moderate_0,2040,0.0011002253085715718
SPPS_battery_moderate_0,2040,0.00480712659943653
SRCA_battery_moderate_0,2040,15157.780996606922
SRCE_battery_moderate_0,2040,1076.57250784741
SRSE_battery_moderate_0,2040,21416.62315480692
SRSG_battery_moderate_0,2040,31101.775094459023
TRE_battery_moderate_0,2040,11556.234614834699
TRE_WEST_battery_moderate_0,2040,0.004086414513180416
BASN_battery_moderate_0,2050,72689.82250008878
CANO_battery_moderate_0,2050,60580.758956072124
CASO_battery_moderate_0,2050,127094.29726242842
FRCC_battery_moderate_0,2050,44209.04126320739
ISNE_battery_moderate_0,2050,139902.98569609784
MISC_battery_moderate_0,2050,70323.05555720007
MISE_battery_moderate_0,2050,40563.899085051395
MISS_battery_moderate_0,2050,5550.507027088925
MISW_battery_moderate_0,2050,108727.17420673299
NWPP_battery_moderate_0,2050,48891.38747135408
NYCW_battery_moderate_0,2050,14364.178247041129
NYUP_battery_moderate_0,2050,9609.65759955299
PJMC_battery_moderate_0,2050,8026.623438911345
PJMD_battery_moderate_0,2050,53058.425445709225
PJME_battery_moderate_0,2050,83628.74600835264
PJMW_battery_moderate_0,2050,133478.57990022594
RMRG_battery_moderate_0,2050,29198.487041216344
SPPC_battery_moderate_0,2050,13359.71929253535
SPPN_battery_moderate_0,2050,6251.266516539289
SPPS_battery_moderate_0,2050,7174.235648089279
SRCA_battery_moderate_0,2050,39514.67742302188
SRCE_battery_moderate_0,2050,63796.03757672882
SRSE_battery_moderate_0,2050,49596.409224107316
SRSG_battery_moderate_0,2050,75381.09889312329
TRE_battery_moderate_0,2050,57273.40757542364
TRE_WEST_battery_moderate_0,2050,0.004982065089317344
