gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Natural Gas Steam Turbine,Naturalgas,2050,371.53316645126665,392339.0237725376,234366.19322702472,1109.7,0.0,50196434.1,136.16219947999767,0.03832475414634415,0.0,0.0
NaturalGas_CCAvgCF_Moderate,Naturalgas,2030,6.401230067584605e-05,0.12802460135169208,0.02160169340575209,0.00012316386884166704,7.418559533884254,3.4485883275666773,171.76655653233638,0.05949322182971826,0.0,0.0
NaturalGas_CCAvgCF_Moderate,Naturalgas,2040,5.149464878537929e-05,0.10298929757075857,0.017377466570552152,0.00016733228711632712,10.040557201903603,4.68530403925716,287.9687674060189,0.035226518888058694,0.0,0.0
NaturalGas_CCAvgCF_Moderate,Naturalgas,2050,6.376503253391782e-05,0.12753006506783562,0.021518249902947963,0.0003980774705525355,22.723336229560815,11.146169175470995,533.1611091394957,0.0183359054629405,0.0,0.0
NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,2030,3.6338592462618045e-05,0.4107905346329844,0.0013805380127036233,4.09219537000849e-05,5.852448032090082,2.7799252707478366,248.85839611904933,0.10164806514563099,0.0,0.0
NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,2040,3.3045807072109006e-05,0.37569419930586867,0.0012554419346442103,5.2704171312622e-05,7.434004028225536,3.5807499187261778,344.68663819898757,0.07177261148010072,0.0,0.0
NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,2050,3.842225742213234e-05,0.4356852278208129,0.0014596984448339327,9.992835373019024e-05,13.25714161695644,6.788349955201439,533.0550096252526,0.04401305548690457,0.0,0.0
NaturalGas_CTAvgCF_Moderate,Naturalgas,2030,3.774125038499461e-05,0.18870625192497303,0.019464793245558352,0.0001404638618777434,6.814275570373976,2.9497410994326114,263.7094113259327,0.030756651692843466,0.0,0.0
NaturalGas_CTAvgCF_Moderate,Naturalgas,2040,5.0924939214253194e-05,0.254624696071266,0.026264191110164432,0.00021053509005305543,10.123798400343581,4.421236891114164,290.61713604140715,0.027688115855330844,0.0,0.0
NaturalGas_CTAvgCF_Moderate,Naturalgas,2050,7.28785730021346e-05,0.364392865010673,0.037586628451554506,0.0006506306487130926,29.487865725891446,13.663243622974946,597.0959696563008,0.012821909807301886,0.0,0.0
Nuclear,Uranium,2030,831981.8442808819,2357218916.510217,0.0,96852.6,0.0,20589964773.1234,27.581351501086978,0.9833088319110089,0.0,0.0
Nuclear,Uranium,2040,699484.2081048181,1981629234.2435613,0.0,96852.6,0.0,20589964773.1234,32.26891150055041,0.8267115494644585,0.0,0.0
Nuclear,Uranium,2050,639584.9240179185,1811746458.6395957,0.0,96216.2,0.0,20426114021.031,34.76920678487972,0.7609171842552096,0.0,0.0
Nuclear_Nuclear_Moderate,Uranium,2030,0.0005002382576717652,1.420676651787813,0.0,7.954989564629326e-05,19.98056731045422,11.611102768532964,65.99324666694382,0.7198212499759373,0.0,0.0
Nuclear_Nuclear_Moderate,Uranium,2040,0.0009279168628142583,2.6352838903924933,0.0,0.00015195792115525386,37.65825102343934,22.179778171820857,67.32641208413735,0.698993437132756,0.0,0.0
Nuclear_Nuclear_Moderate,Uranium,2050,0.0008597400598278537,2.4416617699111045,0.0,0.00015215813697073223,37.796690995733485,22.20900167224808,72.6351572478739,0.646784130945412,0.0,0.0
OffShoreWind_Class12_Moderate_floating_0,Wind,2030,0.00048697399887575856,0.0,0.0,0.0001796187970140445,47.30014508793507,14.342022085180412,126.58205020273006,0.31034257886056077,0.0,0.0
OffShoreWind_Class12_Moderate_floating_0,Wind,2040,6837.883262143857,0.0,0.0,1736.48527505385,413710538.03869057,122311078.52295022,78.38999234297896,0.4507523004270732,0.0,0.0
OffShoreWind_Class12_Moderate_floating_0,Wind,2050,6713.011314987685,0.0,0.0,1736.4852769711547,413710538.8530218,122311078.64341879,79.84816237382194,0.44252075879019603,0.0,0.0
OffShoreWind_Class12_Moderate_floating_1,Wind,2030,0.0002675879352867631,0.0,0.0,9.556314105540537e-05,24.973770042186203,7.630430123850953,121.84480638522275,0.3205261647907208,0.0,0.0
OffShoreWind_Class12_Moderate_floating_1,Wind,2040,0.0005195100357428342,0.0,0.0,0.00017320353038666132,44.08240901339573,13.0988216624338,110.06761514061523,0.3433401371144402,0.0,0.0
OffShoreWind_Class12_Moderate_floating_1,Wind,2050,0.0004885752343417898,0.0,0.0,0.0001743056445615855,44.53863035304843,13.168436635622964,118.11295975002612,0.3208539369070982,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_0,Wind,2030,77324.24580273914,0.0,0.0,21598.199824062558,4042225869.9843035,1991850782.3745213,78.036023367784,0.4098127938926541,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_0,Wind,2040,157173.48587274106,0.0,0.0,41879.21483168491,7370524411.412844,3623640968.8717694,69.94923678912535,0.4296038147986916,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_0,Wind,2050,149978.36116865484,0.0,0.0,41908.51484360128,7377239000.273153,3625777320.6327934,73.364025551211,0.40965070611416327,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,Wind,2030,9361.090921809562,0.0,0.0,2640.0001129644534,477616774.85047126,243468730.41792077,77.0300717396516,0.4058914402113757,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,Wind,2040,18733.64826937631,0.0,0.0,5200.000144412934,912954206.5432904,449443772.94778675,72.72464817854909,0.4123883433077699,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,Wind,2050,17399.277274801527,0.0,0.0,5200.000151101201,912954208.2835441,449443773.43163157,78.30198692725392,0.383014510452211,0.0,0.0
Offshore Wind Turbine,Wind,2030,92.28126063872455,0.0,0.0,29.3,0.0,3266832.8000000003,35.40082544807715,0.3605232463163862,0.0,0.0
Offshore Wind Turbine,Wind,2040,102.10987603327106,0.0,0.0,29.3,0.0,3266832.8000000003,31.993308844440755,0.3989215549687733,0.0,0.0
Onshore Wind Turbine,Wind,2030,376465.6038616409,0.0,0.0,154352.3,0.0,6637148900.0,17.63016018440636,0.27918981567250634,0.0,0.0
Onshore Wind Turbine,Wind,2040,247874.4622497735,0.0,0.0,122207.9,0.0,5254939700.0,21.200004438959915,0.23217736516675258,0.0,0.0
Onshore Wind Turbine,Wind,2050,89341.70642222333,0.0,0.0,51818.200000000004,0.0,2228182600.0,24.940004945391888,0.197360072018375,0.0,0.0
Petroleum Liquids,Distillate,2030,12.591645771638882,87461.52611526476,12438.242845061897,6386.099999999999,0.0,134108100.0,10657.507680876324,0.00022570135031923735,0.0,0.0
Petroleum Liquids,Distillate,2040,64.71232452625446,423030.0890179676,60159.63240491722,4127.1,0.0,86669100.0,1345.8352906745577,0.0017948550569797184,0.0,0.0
Petroleum Liquids,Distillate,2050,61.852157524182196,375546.53640993335,53406.521379676975,1672.8999999999999,0.0,35130900.0,574.0534842705861,0.004232259093037521,0.0,0.0
Small Hydroelectric,Water,2030,23009.13363825003,0.0,0.0,4946.9,0.0,232741751.20000002,10.115189683330525,0.5324201823329424,0.0,0.0
Small Hydroelectric,Water,2040,20705.221554983375,0.0,0.0,4511.4,0.0,212252347.2,10.251150736849501,0.525358691309838,0.0,0.0
Small Hydroelectric,Water,2050,18347.17509919118,0.0,0.0,4021.6000000000004,0.0,189208236.8,10.312663163515627,0.5222250596319474,0.0,0.0
Solar Photovoltaic,Solar,2030,254642.74965586647,0.0,0.0,116478.3,0.0,2635088580.9,10.348178318295554,0.25024975809516764,0.0,0.0
Solar Photovoltaic,Solar,2040,213479.04139647845,0.0,0.0,116318.7,0.0,2631477950.1,12.326633719573227,0.2100840488808472,0.0,0.0
Solar Photovoltaic,Solar,2050,121433.66122332202,0.0,0.0,81080.2,0.0,1834277364.6,15.105180442733092,0.17143980045104049,0.0,0.0
UtilityPV_Class1_Moderate,Solar,2030,512919.0496027007,-6298645929.121163,0.0,222893.96324989808,14099164518.063452,3852053472.8847384,22.71815030237799,0.2634134200693619,0.0,0.0
UtilityPV_Class1_Moderate,Solar,2040,1714272.7373384617,-21051269214.516308,0.0,749205.7181149997,41570044429.12692,11573573228.506723,18.720678305217135,0.26191852102621715,0.0,0.0
UtilityPV_Class1_Moderate,Solar,2050,2704776.003836431,-33214649327.11137,0.0,1192210.813747227,64303671829.98996,17637426977.502533,18.014966640959525,0.25969621666880255,0.0,0.0
distributed_generation,Solar,2030,140480.49908448817,0.0,0.0,72744.0,0.0,0.0,0.0,0.22105800080035073,0.0,0.0
distributed_generation,Solar,2040,120918.17661676825,0.0,0.0,72744.0,0.0,0.0,0.0,0.1902750243451977,0.0,0.0
distributed_generation,Solar,2050,101594.130660625,0.0,0.0,72744.0,0.0,0.0,0.0,0.159866996225437,0.0,0.0
