STORAGE_GEN_BLD_YRS_1,STORAGE_GEN_BLD_YRS_2,BuildStorageEnergy
ISNE_batteries_1,2022,130.7
ISNE_batteries_1,2023,86.7
ISNE_batteries_1,2024,48.8
ISNE_hydroelectric_pumped_storage_1,1928,
ISNE_hydroelectric_pumped_storage_1,1929,
ISNE_hydroelectric_pumped_storage_1,1972,4526.0
ISNE_hydroelectric_pumped_storage_1,1973,13578.0
ISNE_hydroelectric_pumped_storage_1,1974,9300.0
MISC_batteries_1,2016,40.0
MISC_batteries_1,2017,0.5
MISC_batteries_1,2019,9.6
MISC_batteries_1,2020,10.0
MISC_hydroelectric_pumped_storage_1,1963,6820.0
MISC_hydroelectric_pumped_storage_1,1984,480.5
MISE_batteries_1,2018,1.0
MISE_batteries_1,2021,0.5
MISE_hydroelectric_pumped_storage_1,1973,31728.5
MISS_batteries_1,2016,0.5
MISS_batteries_1,2022,30.0
MISW_batteries_1,2018,34.0
MISW_batteries_1,2020,0.6
MISW_batteries_1,2021,2.9
MISW_batteries_1,2022,13.4
MISW_batteries_1,2023,12.0
NWPP_batteries_1,2013,
NWPP_batteries_1,2015,2.0
NWPP_batteries_1,2016,6.0
NWPP_batteries_1,2020,4.0
NWPP_batteries_1,2021,1.4
NWPP_batteries_1,2022,120.0
NWPP_batteries_1,2025,200.0
NWPP_hydroelectric_pumped_storage_1,1973,1550.0
NWPP_hydroelectric_pumped_storage_1,1983,2487.75
NWPP_hydroelectric_pumped_storage_1,1984,829.25
NYCW_batteries_1,1970,
NYCW_batteries_1,1998,
NYCW_batteries_1,2018,40.0
NYCW_batteries_1,2019,40.0
NYCW_batteries_1,2021,12.0
NYCW_batteries_1,2023,15.0
NYCW_batteries_1,2024,9.8
NYUP_batteries_1,2017,1.3
NYUP_batteries_1,2018,4.2
NYUP_batteries_1,2019,68.4
NYUP_batteries_1,2020,38.3
NYUP_batteries_1,2021,64.7
NYUP_batteries_1,2022,127.5
NYUP_batteries_1,2023,90.0
NYUP_hydroelectric_pumped_storage_1,1961,930.0
NYUP_hydroelectric_pumped_storage_1,1962,2790.0
NYUP_hydroelectric_pumped_storage_1,1973,18059.050000000003
PJMC_batteries_1,2013,
PJMC_batteries_1,2014,
PJMC_batteries_1,2015,63.0
PJMC_batteries_1,2016,39.6
PJMC_batteries_1,2018,20.0
PJMD_batteries_1,2021,10.0
PJMD_batteries_1,2022,24.6
PJMD_batteries_1,2023,40.0
PJMD_hydroelectric_pumped_storage_1,1985,46546.5
PJME_batteries_1,2015,13.1
PJME_batteries_1,2016,22.8
PJME_batteries_1,2018,20.8
PJME_batteries_1,2019,21.900000000000002
PJME_batteries_1,2021,8.6
PJME_batteries_1,2022,4.3
PJME_batteries_1,2023,54.0
PJME_hydroelectric_pumped_storage_1,1965,6510.0
PJME_hydroelectric_pumped_storage_1,1967,12431.0
PJME_hydroelectric_pumped_storage_1,1968,4154.0
PJME_hydroelectric_pumped_storage_1,1970,7471.0
PJMW_batteries_1,2011,
PJMW_batteries_1,2014,
PJMW_batteries_1,2015,81.0
PJMW_batteries_1,2016,26.0
PJMW_batteries_1,2021,1.6
PJMW_batteries_1,2023,36.0
PJMW_hydroelectric_pumped_storage_1,1965,1023.0
PJMW_hydroelectric_pumped_storage_1,1966,1023.0
PJMW_hydroelectric_pumped_storage_1,1980,1643.0
RMRG_batteries_1,2017,2.2
RMRG_batteries_1,2018,24.5
RMRG_batteries_1,2021,2.0
RMRG_batteries_1,2023,335.0
RMRG_hydroelectric_pumped_storage_1,1954,131.75
RMRG_hydroelectric_pumped_storage_1,1967,5305.65
RMRG_hydroelectric_pumped_storage_1,1981,1782.5
RMRG_hydroelectric_pumped_storage_1,1984,1782.5
SPPC_batteries_1,2012,
SPPC_batteries_1,2017,1.5
SPPN_batteries_1,2018,1.6
SPPN_batteries_1,2020,3.0
SPPN_batteries_1,2021,6.0
SPPN_batteries_1,2022,2.1
SPPS_batteries_1,2019,26.2
SPPS_batteries_1,2020,20.0
SPPS_batteries_1,2024,400.0
SPPS_hydroelectric_pumped_storage_1,1968,1999.5
SPPS_hydroelectric_pumped_storage_1,1971,1999.5
SPPS_hydroelectric_pumped_storage_1,1972,465.0
SPPS_hydroelectric_pumped_storage_1,1979,480.5
SPPS_hydroelectric_pumped_storage_1,1981,480.5
SPPS_hydroelectric_pumped_storage_1,1982,1922.0
SRCA_batteries_1,2017,2.0
SRCA_batteries_1,2018,4.0
SRCA_batteries_1,2019,0.5
SRCA_batteries_1,2020,8.8
SRCA_batteries_1,2021,2.0
SRCA_batteries_1,2022,21.3
SRCA_batteries_1,2023,261.6
SRCA_hydroelectric_pumped_storage_1,1973,6045.0
SRCA_hydroelectric_pumped_storage_1,1975,6045.0
SRCA_hydroelectric_pumped_storage_1,1978,8928.0
SRCA_hydroelectric_pumped_storage_1,1991,22320.0
SRCE_batteries_1,2017,2.0
SRCE_batteries_1,2023,242.6
SRCE_hydroelectric_pumped_storage_1,1956,1046.25
SRCE_hydroelectric_pumped_storage_1,1978,6263.55
SRCE_hydroelectric_pumped_storage_1,1979,18789.1
SRSE_batteries_1,2020,4.4
SRSE_batteries_1,2021,80.0
SRSE_batteries_1,2022,94.3
SRSE_batteries_1,2024,130.0
SRSE_hydroelectric_pumped_storage_1,1977,4960.0
SRSE_hydroelectric_pumped_storage_1,1979,826.15
SRSE_hydroelectric_pumped_storage_1,1980,2478.45
SRSE_hydroelectric_pumped_storage_1,1995,16042.5
SRSE_hydroelectric_pumped_storage_1,2002,5084.0
SRSG_batteries_1,2011,
SRSG_batteries_1,2016,58.0
SRSG_batteries_1,2017,40.0
SRSG_batteries_1,2018,49.0
SRSG_batteries_1,2019,40.0
SRSG_batteries_1,2021,110.0
SRSG_batteries_1,2022,277.0
SRSG_batteries_1,2023,2640.0
SRSG_batteries_1,2024,980.0
SRSG_hydroelectric_pumped_storage_1,1971,888.15
SRSG_hydroelectric_pumped_storage_1,1972,1844.5
SRSG_hydroelectric_pumped_storage_1,1993,620.0
TRE_batteries_1,2018,3.0
TRE_batteries_1,2019,15.0
TRE_batteries_1,2020,124.80000000000001
TRE_batteries_1,2021,819.9
TRE_batteries_1,2022,979.15
TRE_batteries_1,2023,1891.7
TRE_batteries_1,2024,648.0
TRE_batteries_1,2025,200.0
TRE_batteries_1,2027,400.0
TRE_WEST_batteries_1,2012,
TRE_WEST_batteries_1,2017,64.0
TRE_WEST_batteries_1,2018,39.6
TRE_WEST_batteries_1,2019,42.0
TRE_WEST_batteries_1,2020,44.3
TRE_WEST_batteries_1,2021,106.5
TRE_WEST_batteries_1,2022,987.0
TRE_WEST_batteries_1,2023,1797.9
TRE_WEST_batteries_1,2024,400.0
BASN_battery_moderate_0,2030,0.00036050135098273105
CANO_battery_moderate_0,2030,0.00037194182387939996
CASO_battery_moderate_0,2030,0.0004350353681919685
FRCC_battery_moderate_0,2030,16905.555733281406
ISNE_battery_moderate_0,2030,6288.869924084845
MISC_battery_moderate_0,2030,0.0014541732322913973
MISE_battery_moderate_0,2030,18421.554941446284
MISS_battery_moderate_0,2030,0.002580992335229236
MISW_battery_moderate_0,2030,11229.53856075356
NWPP_battery_moderate_0,2030,0.00016193999861330757
NYCW_battery_moderate_0,2030,6484.487162413541
NYUP_battery_moderate_0,2030,284.95206023935367
PJMC_battery_moderate_0,2030,493.5725318016591
PJMD_battery_moderate_0,2030,0.05652083394367382
PJME_battery_moderate_0,2030,23856.507548719077
PJMW_battery_moderate_0,2030,47949.329564137435
RMRG_battery_moderate_0,2030,0.0003043256241540375
SPPC_battery_moderate_0,2030,0.0005950603342888047
SPPN_battery_moderate_0,2030,0.0007739850755616427
SPPS_battery_moderate_0,2030,0.00045172044061973023
SRCA_battery_moderate_0,2030,4077.641329395124
SRCE_battery_moderate_0,2030,0.001628765153075209
SRSE_battery_moderate_0,2030,34976.82323055203
SRSG_battery_moderate_0,2030,0.0004694719446379955
TRE_battery_moderate_0,2030,0.000522271439640386
TRE_WEST_battery_moderate_0,2030,0.00041717083028604203
BASN_battery_moderate_0,2040,25216.69654287301
CANO_battery_moderate_0,2040,38071.88118530213
CASO_battery_moderate_0,2040,102097.40855520406
FRCC_battery_moderate_0,2040,116953.14150240885
ISNE_battery_moderate_0,2040,72333.53234258706
MISC_battery_moderate_0,2040,41151.238792469565
MISE_battery_moderate_0,2040,31525.411985775747
MISS_battery_moderate_0,2040,22121.232176303056
MISW_battery_moderate_0,2040,69961.62754221426
NWPP_battery_moderate_0,2040,0.003866782516278463
NYCW_battery_moderate_0,2040,13374.127021305021
NYUP_battery_moderate_0,2040,7867.712995281096
PJMC_battery_moderate_0,2040,19981.4894623429
PJMD_battery_moderate_0,2040,74123.91748134456
PJME_battery_moderate_0,2040,41600.89987473065
PJMW_battery_moderate_0,2040,162750.1347488674
RMRG_battery_moderate_0,2040,0.004647248718312592
SPPC_battery_moderate_0,2040,8986.038915531417
SPPN_battery_moderate_0,2040,8515.251836287227
SPPS_battery_moderate_0,2040,0.01707987898354494
SRCA_battery_moderate_0,2040,73349.68733739357
SRCE_battery_moderate_0,2040,52736.02710084524
SRSE_battery_moderate_0,2040,83790.47661838902
SRSG_battery_moderate_0,2040,32356.12523473168
TRE_battery_moderate_0,2040,28739.92298029056
TRE_WEST_battery_moderate_0,2040,0.006513662088469959
BASN_battery_moderate_0,2050,63464.60784476201
CANO_battery_moderate_0,2050,108932.11832395864
CASO_battery_moderate_0,2050,133018.04799825634
FRCC_battery_moderate_0,2050,202119.86649130125
ISNE_battery_moderate_0,2050,77328.41315588089
MISC_battery_moderate_0,2050,85935.36096780558
MISE_battery_moderate_0,2050,51505.6775329965
MISS_battery_moderate_0,2050,54139.919647913615
MISW_battery_moderate_0,2050,104846.69479917164
NWPP_battery_moderate_0,2050,25553.128143894995
NYCW_battery_moderate_0,2050,17293.39151146268
NYUP_battery_moderate_0,2050,24529.630791675816
PJMC_battery_moderate_0,2050,35111.528149891805
PJMD_battery_moderate_0,2050,143679.05084660763
PJME_battery_moderate_0,2050,66697.97820099161
PJMW_battery_moderate_0,2050,298470.5050799616
RMRG_battery_moderate_0,2050,2148.0793309024666
SPPC_battery_moderate_0,2050,20557.16962927067
SPPN_battery_moderate_0,2050,44270.17941194701
SPPS_battery_moderate_0,2050,15279.258135639995
SRCA_battery_moderate_0,2050,124965.62480472858
SRCE_battery_moderate_0,2050,115540.69921637466
SRSE_battery_moderate_0,2050,151125.74408900455
SRSG_battery_moderate_0,2050,92138.7469322739
TRE_battery_moderate_0,2050,81615.48744528586
TRE_WEST_battery_moderate_0,2050,0.019074757789380586
