gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Batteries,Electricity,2030,-3394.738094608792,2805963.2080727657,0.0,22102.199999999997,0.0,137807217.0,7.516840196097091,0.09688188571560045,22101.159481760562,18706.42138715177
Batteries,Electricity,2040,-78.84206543697124,65167.89486975113,0.0,495.0,0.0,3086325.0,7.253939001333097,0.10046727172480471,513.2946979019788,434.4526324650075
Battery_*_Moderate,Electricity,2030,-10710.012146555708,8852494.42404057,0.0,37120.0476763668,901267249.2283168,232445738.5494089,19.360059901855237,0.18199239995086502,69726.64164015952,59016.62949360381
Battery_*_Moderate,Electricity,2040,-70074.76307848952,57921171.3666758,0.0,214922.83983801433,5177411028.655053,1324354539.0818443,16.987795440746915,0.20566049719818807,456215.9055229949,386141.14244450536
Battery_*_Moderate,Electricity,2050,-128868.66179899208,106518003.28087257,0.0,390403.8168015715,8140162252.518309,2083194766.4531858,14.546660710979504,0.20821167478919284,838988.6836714759,710120.0218724838
Biomass,Waste_biomass,2030,8462.191830238256,55139804.197323434,0.0,12180.1,0.0,1837368085.0,223.64275440255994,0.07952787659584691,0.0,0.0
Biomass,Waste_biomass,2040,2607.410101933529,17027253.244039904,0.0,7686.6,0.0,1159523610.0,451.2335295362885,0.03882955709585217,0.0,0.0
Biomass,Waste_biomass,2050,2214.7223815449697,14445139.95653401,0.0,4716.0,0.0,711408600.0,327.74028293793884,0.05375673370000676,0.0,0.0
Conventional Hydroelectric,Water,2030,247965.23195015205,0.0,0.0,67897.29999999999,0.0,3194432170.399999,12.88258093796863,0.41804752956439367,0.0,0.0
Conventional Hydroelectric,Water,2040,228915.18488721017,0.0,0.0,64131.99999999999,0.0,3017282335.9999995,13.18078718756319,0.4085894915754868,0.0,0.0
Conventional Hydroelectric,Water,2050,203760.52023105693,0.0,0.0,57582.49999999999,0.0,2709141459.9999995,13.295713305639055,0.40505770632456345,0.0,0.0
Conventional Steam Coal,Coal,2030,24.7350440672626,46477.14780238642,28007.341669156685,184563.6,0.0,12159790793.0546,491603.62266328966,1.5341012024943555e-05,0.0,0.0
Conventional Steam Coal,Coal,2040,85.84267367390558,161298.38383326857,87415.84159761357,111111.29999999999,0.0,7279141689.9001,84798.18575940619,8.843667006347022e-05,0.0,0.0
Conventional Steam Coal,Coal,2050,311.6575181878867,585604.4766750393,321706.22974786465,39531.5,0.0,2593219398.4063,8322.613290269694,0.0009024469653352863,0.0,0.0
Geothermal,Heat,2030,4684.904569785431,0.0,0.0,1275.3999999999999,0.0,266687415.39999998,56.92483409800048,0.4204764828668123,0.0,0.0
Geothermal,Heat,2040,2786.660929181026,0.0,0.0,795.2,0.0,166277115.2,59.668944096785864,0.4011392256326745,0.0,0.0
Geothermal,Heat,2050,765.0160981721815,0.0,0.0,243.70000000000002,0.0,50957913.7,66.61025019179525,0.35933739867940484,0.0,0.0
Hydroelectric Pumped Storage,Electricity,2030,-14677.253555207835,0.0,0.0,22807.100000000002,0.0,1073028440.8,24.375138385530136,0.22094361272337057,58698.683252484305,44021.429697276464
Hydroelectric Pumped Storage,Electricity,2040,-16377.57443162738,0.0,0.0,22807.100000000002,0.0,1073028440.8,21.844509882791677,0.24653934395541935,65498.76994287541,49121.195511248035
Hydroelectric Pumped Storage,Electricity,2050,-16420.585423947527,0.0,0.0,22807.100000000002,0.0,1073028440.8,21.787291822475975,0.2471868086870425,65670.78363780052,49250.19821385298
Hydrogen_CCAvgCF_Moderate,Hydrogen,2030,107419.40811737119,214838816.23474234,0.0,23481.02968507745,1633047130.6211522,657468831.1821686,23.323110990339863,0.5236643296323333,0.0,0.0
Hydrogen_CCAvgCF_Moderate,Hydrogen,2040,271273.38840067753,542546776.8013551,0.0,84000.53383764379,5766780340.549336,2352014947.454026,31.92846196919139,0.3696685641410896,0.0,0.0
Hydrogen_CCAvgCF_Moderate,Hydrogen,2050,353998.46040570724,707996920.8114145,0.0,121915.78443504982,8167117700.811342,3413641964.181395,34.71415263139949,0.33237535216742525,0.0,0.0
Hydrogen_CTAvgCF_Moderate,Hydrogen,2030,0.00024224215201308635,1.2112107600654318,0.0,0.0002855689552311669,15.269893752749123,5.996948059854504,92.79166481089861,0.09710153558178405,0.0,0.0
Hydrogen_CTAvgCF_Moderate,Hydrogen,2040,0.00040279949876029177,2.0139974938014586,0.0,0.00045282730270562494,24.029005440594357,9.509373356818124,88.26320886851788,0.10182248498759887,0.0,0.0
Hydrogen_CTAvgCF_Moderate,Hydrogen,2050,0.0008043243190188614,4.021621595094307,0.0,0.0008757764831048506,44.37866830441287,18.391306145201863,83.04062735064805,0.10512966863002514,0.0,0.0
LandbasedWind_Class3_Moderate,Wind,2030,1177181.455089492,0.0,0.0,345923.3684967848,35027634564.6533,13963888616.109715,41.61764778824057,0.3895389462222821,0.0,0.0
LandbasedWind_Class3_Moderate,Wind,2040,1980015.9212868419,0.0,0.0,598253.3684165466,56250754428.6338,23386647803.10156,40.22058680213936,0.3788531517003801,0.0,0.0
LandbasedWind_Class3_Moderate,Wind,2050,2434760.0407616613,0.0,0.0,748750.49371696,69347565876.67783,28567059850.122246,40.215308320966884,0.3722257540514,0.0,0.0
Natural Gas Fired Combined Cycle,Naturalgas,2030,477487.3476241038,1730156523.5026717,183981478.3917868,321931.8,0.0,3824219713.8681,11.632509772266024,0.1697795448625489,0.0,0.0
Natural Gas Fired Combined Cycle,Naturalgas,2040,242349.86194983099,888505064.4515,93817472.67931055,315146.89999999997,0.0,3734573488.7978,19.076051936049076,0.08802724539439613,0.0,0.0
Natural Gas Fired Combined Cycle,Naturalgas,2050,150676.38626260182,556892352.7711151,58967125.96670416,308784.0,0.0,3644428067.6137,27.883071293352298,0.05585702250683986,0.0,0.0
Natural Gas Fired Combustion Turbine,Naturalgas,2030,3258.325402044203,17200699.79739135,1891809.541208963,164224.0,0.0,1785488829.7977,553.2564453090298,0.002271146780263885,0.0,0.0
Natural Gas Fired Combustion Turbine,Naturalgas,2040,6908.237361479056,36468585.031247936,4139419.464996725,156407.1,0.0,1696495159.6487,250.8546904226406,0.005055896351571584,0.0,0.0
Natural Gas Fired Combustion Turbine,Naturalgas,2050,7684.146240151134,40564608.00175784,4710130.485638946,129707.90000000001,0.0,1405049557.911,188.12944479884402,0.006781356374768188,0.0,0.0
Natural Gas Internal Combustion Engine,Naturalgas,2030,81.46867962629672,371452.708393979,38317.031216073534,5602.3,0.0,117648300.0,1448.6518408026243,0.0016646069019152665,0.0,0.0
Natural Gas Internal Combustion Engine,Naturalgas,2040,247.62922476229662,1129651.6244697147,116523.60726188676,5300.0,0.0,111300000.0,454.0241634742135,0.005348270975065152,0.0,0.0
Natural Gas Internal Combustion Engine,Naturalgas,2050,183.82686329412337,838280.9678914832,86467.93810571477,5087.6,0.0,106839600.0,585.7570489880288,0.0041360272623931675,0.0,0.0
Natural Gas Steam Turbine,Naturalgas,2030,36.38555503445915,38423.14611638886,17860.533853156507,6762.900000000001,0.0,267030295.3608,7339.9654960323505,0.0006158620071069975,0.0,0.0
Natural Gas Steam Turbine,Naturalgas,2040,50.75329863110464,53595.48335444649,28614.05268465182,1888.5,0.0,90151210.5,1777.3190790809329,0.0030763423152511096,0.0,0.0
Natural Gas Steam Turbine,Naturalgas,2050,49.68401700451048,52466.32195676306,32518.92009018252,1109.7,0.0,50196434.1,1011.3695198477009,0.005125054527131718,0.0,0.0
NaturalGas_CCAvgCF_Moderate,Naturalgas,2030,1.646313206341493e-05,0.03292626412682986,0.005555674887131304,0.00020552011872831675,12.27280386197154,5.754563324392869,1097.0144308460956,0.009169496614544385,0.0,0.0
NaturalGas_CCAvgCF_Moderate,Naturalgas,2040,1.3033965272774125e-05,0.02606793054554825,0.004398462775294793,0.0002774037234069014,16.446417905101164,7.767304255393239,1859.7402696532426,0.005378382041803369,0.0,0.0
NaturalGas_CCAvgCF_Moderate,Naturalgas,2050,1.2779856759639827e-05,0.025559713519279655,0.004312710909878872,0.00047167117263568993,27.135803985344396,13.206792833799318,3158.7330978661676,0.003101516005686925,0.0,0.0
NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,2030,1.1123232925065918e-05,0.12608586023829665,0.00042258229712686225,6.21146958526134e-05,8.874943152750415,4.219452088983589,1188.5466384669774,0.02049859255813148,0.0,0.0
NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,2040,8.528218526869291e-06,0.09669841241543091,0.00032399520892555014,8.379410465006217e-05,11.7639967609771,5.6920271718396425,2058.1933131673372,0.011650169123351753,0.0,0.0
NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,2050,8.623491419764617e-06,0.09778574697684728,0.00032761471758862074,0.00015262505424255647,20.23379094837095,10.367348611299814,3559.918345403253,0.006467622733870993,0.0,0.0
NaturalGas_CTAvgCF_Moderate,Naturalgas,2030,9.34246167134456e-06,0.046712308356722805,0.004818311078256593,0.00024962534186144476,12.014007874350755,5.24213217909034,1852.0656514834384,0.004284104213490818,0.0,0.0
NaturalGas_CTAvgCF_Moderate,Naturalgas,2040,1.2529307937202836e-05,0.06264653968601418,0.0064619053693183905,0.00034298436574480684,16.30531840429538,7.202671680640943,1881.2401086124535,0.004181577341106706,0.0,0.0
NaturalGas_CTAvgCF_Moderate,Naturalgas,2050,1.2331228440967282e-05,0.06165614220483641,0.006359747216075478,0.0005876739559891651,26.85322003345136,12.341153075772468,3183.464602846119,0.0024019130042402543,0.0,0.0
Nuclear,Uranium,2030,646075.8616665445,1830307155.1951845,0.0,96852.6,0.0,20589964773.1234,34.70222811062121,0.7635888994793378,0.0,0.0
Nuclear,Uranium,2040,566832.6379831824,1605553850.926123,0.0,96852.6,0.0,20589964773.1234,39.15709353473759,0.6699323344321765,0.0,0.0
Nuclear,Uranium,2050,510622.64316595346,1446320842.4003682,0.0,96216.2,0.0,20426114021.031,42.8348314673597,0.6074901537921563,0.0,0.0
Nuclear_Nuclear_Moderate,Uranium,2030,109113.56832863697,309882534.053329,0.0,14157.90078017965,5864534712.420049,2066487197.8750215,75.52593660513223,0.8822004376673165,0.0,0.0
Nuclear_Nuclear_Moderate,Uranium,2040,97843.08138696644,277874351.1389847,0.0,14157.900792074379,5864534717.777135,2066487199.6111765,83.89858692268038,0.7910767695709885,0.0,0.0
Nuclear_Nuclear_Moderate,Uranium,2050,92327.95727756208,262211398.66827625,0.0,14157.90096902665,5864534791.419844,2066487225.43913,88.7405468193804,0.7464861105762455,0.0,0.0
OffShoreWind_Class12_Moderate_floating_0,Wind,2030,0.00047182066220329634,0.0,0.0,0.00018587042514795073,76.72532678748479,14.841195836788422,194.07060766834192,0.2905721843180196,0.0,0.0
OffShoreWind_Class12_Moderate_floating_0,Wind,2040,0.0006619570249601533,0.0,0.0,0.00026920628232577595,108.23206451092616,20.709849815867248,194.78895073974795,0.2814699134052169,0.0,0.0
